target,prediction,target_phonemes,prediction_phonemes,is_homophone,exact_match,comment,bucket,bucket_reason
PROJECT MANAGEMENT IS REALLY MY SPECIALIST AREA,PROJECT MANAGEMENT IS REALLY MY SPECIALIST AREA,P R AA JH EH K T | M AE N AH JH M AH N T | IH Z | R IH L IY | M AY | S P EH SH AH L AH S T | EH R IY AH,P R AA JH EH K T | M AE N AH JH M AH N T | IH Z | R IH L IY | M AY | S P EH SH AH L AH S T | EH R IY AH,False,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
TO BE COMPLETELY HONEST,TO BE COMPLETELY HONEST,T UW | B IY | K AH M P L IY T L IY | AA N AH S T,T UW | B IY | K AH M P L IY T L IY | AA N AH S T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THE SHEER SIZE AND POWER CAN BE INTIMIDATING,THE SHEER SIZE AND POWER CAN BE INTIMIDATING,DH AH | SH IH R | S AY Z | AH N D | P AW ER | K AE N | B IY | IH N T IH M IH D EY T IH NG,DH AH | SH IH R | S AY Z | AH N D | P AW ER | K AE N | B IY | IH N T IH M IH D EY T IH NG,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
BUT THERE WAS EVEN BETTER NEWS,BUT THERE WAS EVEN BETTER NEWS,B AH T | DH EH R | W AA Z | IY V IH N | B EH T ER | N UW Z,B AH T | DH EH R | W AA Z | IY V IH N | B EH T ER | N UW Z,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
REPRESENTED BY THIS BUNCH OF BANANAS,REPRESENTED BY THIS BUNCH OF BANANAS,R EH P R AH Z EH N T AH D | B AY | DH IH S | B AH N CH | AH V | B AH N AE N AH Z,R EH P R AH Z EH N T AH D | B AY | DH IH S | B AH N CH | AH V | B AH N AE N AH Z,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
IT'S DOWN TO OUR BRAIN GETTING THINGS WRONG,IT'S DOWN TO OUR BRAIN GETTING THINGS WRONG,IH T S | D AW N | T UW | AW ER | B R EY N | G EH T IH NG | TH IH NG Z | R AO NG,IH T S | D AW N | T UW | AW ER | B R EY N | G EH T IH NG | TH IH NG Z | R AO NG,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
HE WAS ABOUT TO FIND OUT,HE WAS ABOUT TO FIND OUT,HH IY | W AA Z | AH B AW T | T UW | F AY N D | AW T,HH IY | W AA Z | AH B AW T | T UW | F AY N D | AW T,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
THE FORCES OF NATURE SEPARATE OUT,THE FORCES OF NATURE SEPARATE OUT,DH AH | F AO R S IH Z | AH V | N EY CH ER | S EH P ER EY T | AW T,DH AH | F AO R S IH Z | AH V | N EY CH ER | S EH P ER EY T | AW T,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
NEUTRONS AND ELECTRONS,NUTRONS AND ELECTRONS,N UW T R AA N Z | AH N D | IH L EH K T R AA N Z,? | AH N D | IH L EH K T R AA N Z,False,False,"non-word spelling: NUTRONS is invalid (CMU OOV); initial consonant N UW -> N drop, not a homophone",non_word_spelling,prediction has CMU OOV; phoneme-word counts equal (3)
BUT WHEN YOU OPEN THE BOX,BUT WHEN YOU OPEN THE BOX,B AH T | W EH N | Y UW | OW P AH N | DH AH | B AA K S,B AH T | W EH N | Y UW | OW P AH N | DH AH | B AA K S,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
THAT'S NOT RIGHT,THAT'S NOT RIGHT,DH AE T S | N AA T | R AY T,DH AE T S | N AA T | R AY T,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
IN THIS UNIVERSE,IN THIS UNIVERSE,IH N | DH IH S | Y UW N AH V ER S,IH N | DH IH S | Y UW N AH V ER S,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
AND IT MIGHT SEEM RIDICULOUS,AND IT MIGHT SEEM RIDICULOUS,AH N D | IH T | M AY T | S IY M | R IH D IH K Y AH L AH S,AH N D | IH T | M AY T | S IY M | R IH D IH K Y AH L AH S,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
12 MILES IN DIAMETER,12 MILES IN DIAMETER,? | M AY L Z | IH N | D AY AE M AH T ER,? | M AY L Z | IH N | D AY AE M AH T ER,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
STRETCHING BACK 3,STRETCHING BACK THREE,S T R EH CH IH NG | B AE K | ?,S T R EH CH IH NG | B AE K | TH R IY,False,False,digit/word rendering: digit 3 emitted as word THREE,digit_word_rendering,"digit/word side mismatch (tgt_digit=True, hyp_digit=False)"
STAGGERING ON THE EDGE OF SPACE,STAGGERING ON THE EDGE OF SPACE,S T AE G ER IH NG | AA N | DH AH | EH JH | AH V | S P EY S,S T AE G ER IH NG | AA N | DH AH | EH JH | AH V | S P EY S,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
PONDERING THE IMMENSITY,PONDERING THE IMMANENCE,P AA N D ER IH NG | DH AH | ?,P AA N D ER IH NG | DH AH | IH M AH N AH N S,False,False,"OOV-target -> real-word substitution: IMMENSITY is CMU OOV, IMMANENCE is a valid word",oov_target_substitution,"target has CMU OOV, prediction is real word"
WE LIVE IN A TINY,WE LIVE IN A TINY,W IY | L AY V | IH N | AH | T AY N IY,W IY | L AY V | IH N | AH | T AY N IY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
YOU THINK I DID THIS,YOU THINK I DID THIS,Y UW | TH IH NG K | AY | D IH D | DH IH S,Y UW | TH IH NG K | AY | D IH D | DH IH S,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT'S ALL ABOUT RARITY,IT'S ALL ABOUT RETIREMENT,IH T S | AO L | AH B AW T | R EH R AH T IY,IH T S | AO L | AH B AW T | R IY T AY ER M AH N T,False,False,"semantic substitution: phonemes completely different, RARITY -> RETIREMENT (longer, unrelated word)",homophone_substitution,phoneme overlap 3/4=0.75 (high)
AS OPPOSED TO CHINESE,AS OPPOSED TO CHINESE,AE Z | AH P OW Z D | T UW | CH AY N IY Z,AE Z | AH P OW Z D | T UW | CH AY N IY Z,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
BUT I COULDN'T BELIEVE IT WOULD BE TRUE,BUT I COULDN'T BELIEVE IT WOULD BE TRUE,B AH T | AY | K UH D AH N T | B IH L IY V | IH T | W UH D | B IY | T R UW,B AH T | AY | K UH D AH N T | B IH L IY V | IH T | W UH D | B IY | T R UW,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
IF YOU'VE GOT A GOOD STORY,IF YOU'VE GOT A GOOD STORY,IH F | Y UW V | G AA T | AH | G UH D | S T AO R IY,IH F | Y UW V | G AA T | AH | G UH D | S T AO R IY,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
AND THE MAN WHO MADE THE DISCOVERY,AND THE MAN WHO MADE THE DISCOVERY,AH N D | DH AH | M AE N | HH UW | M EY D | DH AH | D IH S K AH V ER IY,AH N D | DH AH | M AE N | HH UW | M EY D | DH AH | D IH S K AH V ER IY,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
BUT EVERYONE GOING INTO THE DEN GETS A FRESH CHANCE TO TURN THINGS ROUND,BUT EVERYONE GOING INTO THE DEN GETS A FRESH CHANCE TO TURN THINGS ROUND,B AH T | EH V R IY W AH N | G OW IH NG | IH N T UW | DH AH | D EH N | G EH T S | AH | F R EH SH | CH AE N S | T UW | T ER N | TH IH NG Z | R AW N D,B AH T | EH V R IY W AH N | G OW IH NG | IH N T UW | DH AH | D EH N | G EH T S | AH | F R EH SH | CH AE N S | T UW | T ER N | TH IH NG Z | R AW N D,True,True,,homophone_substitution,phoneme overlap 14/14=1.00 (high)
YOU JUST HAVE TO GRAB AN OPPORTUNITY WHEN IT PRESENTS ITSELF,YOU JUST HAVE TO GRAB AN OPPORTUNITY WHEN IT PRESENTS ITSELF,Y UW | JH AH S T | HH AE V | T UW | G R AE B | AE N | AA P ER T UW N AH T IY | W EH N | IH T | P R EH Z AH N T S | IH T S EH L F,Y UW | JH AH S T | HH AE V | T UW | G R AE B | AE N | AA P ER T UW N AH T IY | W EH N | IH T | P R EH Z AH N T S | IH T S EH L F,True,True,,homophone_substitution,phoneme overlap 11/11=1.00 (high)
BUT SLIGHTLY REBELLIOUS SOCKS,BUT SLIGHTLY REBELLIOUS SAX,B AH T | S L AY T L IY | R IH B EH L Y AH S | S AA K S,B AH T | S L AY T L IY | R IH B EH L Y AH S | S AE K S,True,False,,homophone_substitution,phoneme overlap 3/4=0.75 (high)
DON'T FORGET THAT SCARECROW,DON'T FORGET THAT SCARCROW,D OW N T | F ER G EH T | DH AE T | S K AE R K R OW,D OW N T | F ER G EH T | DH AE T | ?,False,False,"vowel-drop non-word: SCARECROW -> SCARCROW, dropped IY (CMU OOV for prediction)",non_word_spelling,prediction has CMU OOV; phoneme-word counts equal (4)
MAYBE TO SOMEWHERE NICE AND SAFE,MAYBE TO SOMEWHERE NICE AND SAFE,M EY B IY | T UW | S AH M W EH R | N AY S | AH N D | S EY F,M EY B IY | T UW | S AH M W EH R | N AY S | AH N D | S EY F,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
I'M NOT SURE WHAT'S THE MOST DIFFICULT THING TO GET RIGHT,I'M NOT SURE WHAT'S THE MOST DIFFICULT THING TO GET RIGHT,AY M | N AA T | SH UH R | W AH T S | DH AH | M OW S T | D IH F AH K AH L T | TH IH NG | T UW | G EH T | R AY T,AY M | N AA T | SH UH R | W AH T S | DH AH | M OW S T | D IH F AH K AH L T | TH IH NG | T UW | G EH T | R AY T,True,True,,homophone_substitution,phoneme overlap 11/11=1.00 (high)
GARDENS NEVER FINISH,GARDENS NEVER FINISH,G AA R D AH N Z | N EH V ER | F IH N IH SH,G AA R D AH N Z | N EH V ER | F IH N IH SH,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
YOU SHOULD NEVER BE PUT OFF,YOU SHOULD NEVER BE PUT OFF,Y UW | SH UH D | N EH V ER | B IY | P UH T | AO F,Y UW | SH UH D | N EH V ER | B IY | P UH T | AO F,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
PEOPLE GETTING IN TOUCH AND WANTING TO RECTIFY WRONGS,PEOPLE GETTING IN TOUCH AND WANTING TO WRECK A FIRE ONGS,P IY P AH L | G EH T IH NG | IH N | T AH CH | AH N D | W AA N T IH NG | T UW | R EH K T AH F AY | R AO NG Z,P IY P AH L | G EH T IH NG | IH N | T AH CH | AH N D | W AA N T IH NG | T UW | R EH K | AH | F AY ER | ?,True,False,,semantic_substitution,prediction has CMU OOV AND phoneme-word count differs (tgt=9 hyp=11)
THERE ARE TIMES I LIKE TO LISTEN TO BANANARAMA,THERE ARE TIMES I LIKE TO LISTEN TO BANANARAMA,DH EH R | AA R | T AY M Z | AY | L AY K | T UW | L IH S AH N | T UW | ?,DH EH R | AA R | T AY M Z | AY | L AY K | T UW | L IH S AH N | T UW | ?,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
AND YET THAT AND FISH AND CHIPS,AND YET THAT AND FISH AND CHIPS,AH N D | Y EH T | DH AE T | AH N D | F IH SH | AH N D | CH IH P S,AH N D | Y EH T | DH AE T | AH N D | F IH SH | AH N D | CH IH P S,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
LET'S JUST CALM DOWN,LET'S JUST CALM DOWN,L EH T S | JH AH S T | K AA M | D AW N,L EH T S | JH AH S T | K AA M | D AW N,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THE DAY JUST GOT WEIRDER AND WEIRDER,THE DAY JUST GOT WEIRD AND WEIRDER,DH AH | D EY | JH AH S T | G AA T | W IH R D ER | AH N D | W IH R D ER,DH AH | D EY | JH AH S T | G AA T | W IH R D | AH N D | W IH R D ER,True,False,,homophone_substitution,phoneme overlap 6/7=0.86 (high)
BACK TO THE HISTORY BOOKS,BACK TO THE HISTORY BOOKS,B AE K | T UW | DH AH | HH IH S T ER IY | B UH K S,B AE K | T UW | DH AH | HH IH S T ER IY | B UH K S,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT'S PRACTICALLY A VEGETARIAN,IT'S PRACTICALLY A VEGETARIAN,IH T S | P R AE K T AH K L IY | AH | V EH JH AH T EH R IY AH N,IH T S | P R AE K T AH K L IY | AH | V EH JH AH T EH R IY AH N,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
HOW DOES THE PLANT ATTRACT THE BAT,HOW DOES THE PLANT ATTRACT THE BAT,HH AW | D AH Z | DH AH | P L AE N T | AH T R AE K T | DH AH | B AE T,HH AW | D AH Z | DH AH | P L AE N T | AH T R AE K T | DH AH | B AE T,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
THE BAT BENEFITS,THE BAT BENEFITS,DH AH | B AE T | B EH N AH F IH T S,DH AH | B AE T | B EH N AH F IH T S,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
IT'S ALSO COME UP WITH A STRUCTURE THAT ACTS AS AN ADVERTISEMENT WHICH SAYS,IT'S ALSO COME UP WITH A STRUCTURE THAT ACTS AS AN ADVERTISMENT WHICH SAYS,IH T S | AO L S OW | K AH M | AH P | W IH DH | AH | S T R AH K CH ER | DH AE T | AE K T S | AE Z | AE N | AH D V ER T AH Z M AH N T | W IH CH | S EH Z,IH T S | AO L S OW | K AH M | AH P | W IH DH | AH | S T R AH K CH ER | DH AE T | AE K T S | AE Z | AE N | ? | W IH CH | S EH Z,True,False,,non_word_spelling,prediction has CMU OOV; phoneme-word counts equal (14)
THIS IS THE BEST BAT HOTEL IN TOWN,THIS IS THE BEST BAT HOTEL IN TOWN,DH IH S | IH Z | DH AH | B EH S T | B AE T | HH OW T EH L | IH N | T AW N,DH IH S | IH Z | DH AH | B EH S T | B AE T | HH OW T EH L | IH N | T AW N,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
THAT'S WHY I GET UP IN THE MORNING,THAT'S WHY I GET UP IN THE MORNING,DH AE T S | W AY | AY | G EH T | AH P | IH N | DH AH | M AO R N IH NG,DH AE T S | W AY | AY | G EH T | AH P | IH N | DH AH | M AO R N IH NG,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
ALL IN THE GLARE OF THE SPOTLIGHT,ALL IN THE GLARE OF THE SPOTLIGHT,AO L | IH N | DH AH | G L EH R | AH V | DH AH | S P AA T L AY T,AO L | IH N | DH AH | G L EH R | AH V | DH AH | S P AA T L AY T,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
SO WHAT DID YOU DO BEFORE,SO WHAT DID YOU DO BEFORE,S OW | W AH T | D IH D | Y UW | D UW | B IH F AO R,S OW | W AH T | D IH D | Y UW | D UW | B IH F AO R,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
BUT YOU HAVE TO GO,BUT YOU HAVE TO GO,B AH T | Y UW | HH AE V | T UW | G OW,B AH T | Y UW | HH AE V | T UW | G OW,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
AND SHE WAS BEING INTERVIEWED BY THE AMERICAN JOURNALISTS,AND SHE WAS BEING INTERVIEWED BY THE AMERICAN JOURNALISTS,AH N D | SH IY | W AA Z | B IY IH NG | IH N T ER V Y UW D | B AY | DH AH | AH M EH R AH K AH N | JH ER N AH L AH S T S,AH N D | SH IY | W AA Z | B IY IH NG | IH N T ER V Y UW D | B AY | DH AH | AH M EH R AH K AH N | JH ER N AH L AH S T S,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
IN ALL SERIOUSNESS,IN ALL SERIOUSNESS,IH N | AO L | S IH R IY AH S N AH S,IH N | AO L | S IH R IY AH S N AH S,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
WE DID A DIFFERENT VERSION OF THINGS AND THEN,WE DID A DIFFERENT VERSION OF THINGS AND THEN,W IY | D IH D | AH | D IH F ER AH N T | V ER ZH AH N | AH V | TH IH NG Z | AH N D | DH EH N,W IY | D IH D | AH | D IH F ER AH N T | V ER ZH AH N | AH V | TH IH NG Z | AH N D | DH EH N,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
AND THEN TURNED TO ME AND SAID,AND THEN TURNED TO ME AND SAID,AH N D | DH EH N | T ER N D | T UW | M IY | AH N D | S EH D,AH N D | DH EH N | T ER N D | T UW | M IY | AH N D | S EH D,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
I HADN'T THOUGHT THAT,I HADN'T THOUGHT THAT,AY | HH AE D AH N T | TH AO T | DH AE T,AY | HH AE D AH N T | TH AO T | DH AE T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
PLAYED BY JIM BROADBENT,PLAYED BY JIM BROADBENT,P L EY D | B AY | JH IH M | B R AO D B EH N T,P L EY D | B AY | JH IH M | B R AO D B EH N T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
EVERY TWO WEEKS,EVERY TWO WEEKS,EH V ER IY | T UW | W IY K S,EH V ER IY | T UW | W IY K S,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THAT'S WHAT THEY DO,THAT'S WHAT THEY DO,DH AE T S | W AH T | DH EY | D UW,DH AE T S | W AH T | DH EY | D UW,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
BEFORE WE BEGIN,BEFORE WE BEGIN,B IH F AO R | W IY | B IH G IH N,B IH F AO R | W IY | B IH G IH N,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
AND ON THIS FATEFUL EVENING,AND ON THIS FATEFUL EVENING,AH N D | AA N | DH IH S | F EY T F AH L | IY V N IH NG,AH N D | AA N | DH IH S | F EY T F AH L | IY V N IH NG,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
I DON'T BELIEVE IN FAIRIES,I DON'T BELIEVE IN FAIRIES,AY | D OW N T | B IH L IY V | IH N | F EH R IY Z,AY | D OW N T | B IH L IY V | IH N | F EH R IY Z,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THEN WE MUST RESCUE HER,THEN WE MUST RESCUE HER,DH EH N | W IY | M AH S T | R EH S K Y UW | HH ER,DH EH N | W IY | M AH S T | R EH S K Y UW | HH ER,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
AND WITH STEALTH,AND WITH STELLA,AH N D | W IH DH | S T EH L TH,AH N D | W IH DH | S T EH L AH,False,False,consonant-cluster substitution: TH -> AH (STEALTH -> STELLA),homophone_substitution,phoneme overlap 2/3=0.67 (high)
HE MADE A MOVE ON ME,HE MADE A MOVE ON ME,HH IY | M EY D | AH | M UW V | AA N | M IY,HH IY | M EY D | AH | M UW V | AA N | M IY,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
WE'VE NOT DISCUSSED IT,WE'VE NOT DISCUSSED IT,W IY V | N AA T | D IH S K AH S T | IH T,W IY V | N AA T | D IH S K AH S T | IH T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AND WE RUN LOVE,AND WE RUN LOVE,AH N D | W IY | R AH N | L AH V,AH N D | W IY | R AH N | L AH V,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
HOW DO I CHOOSE THIS,HOW DO I CHOOSE THIS,HH AW | D UW | AY | CH UW Z | DH IH S,HH AW | D UW | AY | CH UW Z | DH IH S,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WE'VE GOT 24 CHARACTERS,WE'VE GOT 24 CHARACTERS,W IY V | G AA T | ? | K AE R IH K T ER Z,W IY V | G AA T | ? | K AE R IH K T ER Z,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
FOLLOWING THOSE WORDS,FOLLOWING THOSE WORDS,F AA L OW IH NG | DH OW Z | W ER D Z,F AA L OW IH NG | DH OW Z | W ER D Z,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
I THINK YOU DESERVE,I THINK YOU DESERVE,AY | TH IH NG K | Y UW | D IH Z ER V,AY | TH IH NG K | Y UW | D IH Z ER V,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
A STRIKING CONTRAST,A STRIKING CONTRAST,AH | S T R AY K IH NG | K AA N T R AE S T,AH | S T R AY K IH NG | K AA N T R AE S T,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
VERY SIMILAR TO FISHING,VERY SIMILAR TO FISHING,V EH R IY | S IH M AH L ER | T UW | F IH SH IH NG,V EH R IY | S IH M AH L ER | T UW | F IH SH IH NG,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IT'S LIKE LOOKING AT ART,IT'S LIKE LOOKING AT ART,IH T S | L AY K | L UH K IH NG | AE T | AA R T,IH T S | L AY K | L UH K IH NG | AE T | AA R T,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT MIGHT BE CONCEPTUAL,IT MIGHT BE CONCEPTUAL,IH T | M AY T | B IY | K AH N S EH P CH UW AH L,IH T | M AY T | B IY | K AH N S EH P CH UW AH L,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
HERE'S SOME IDEAS,HERE'S SOME IDEAS,HH IH R Z | S AH M | AY D IY AH Z,HH IH R Z | S AH M | AY D IY AH Z,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
A PLACE WHICH IS HARD TO LIVE,A PLACE WHICH IS HARD TO LIVE,AH | P L EY S | W IH CH | IH Z | HH AA R D | T UW | L AY V,AH | P L EY S | W IH CH | IH Z | HH AA R D | T UW | L AY V,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
AND THE FARMERS OPENING IT UP,AND THE FARMERS OPENING IT UP,AH N D | DH AH | F AA R M ER Z | OW P AH N IH NG | IH T | AH P,AH N D | DH AH | F AA R M ER Z | OW P AH N IH NG | IH T | AH P,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
SO WHEN THE FARMERS COME,SO WHEN THE FARMERS COME,S OW | W EH N | DH AH | F AA R M ER Z | K AH M,S OW | W EH N | DH AH | F AA R M ER Z | K AH M,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THERE'S MORE WOODLAND,THERE'S MORE WOODLAND,DH EH R Z | M AO R | W UH D L AE N D,DH EH R Z | M AO R | W UH D L AE N D,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
DON'T TELL ANYONE,DON'T TELL ANYONE,D OW N T | T EH L | EH N IY W AH N,D OW N T | T EH L | EH N IY W AH N,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
WE HAVE NO MORE MONEY,WE HAVE NO MORE MONEY,W IY | HH AE V | N OW | M AO R | M AH N IY,W IY | HH AE V | N OW | M AO R | M AH N IY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WE ARE THE CRIMINALS,WE ARE THE CRIMINALS,W IY | AA R | DH AH | K R IH M AH N AH L Z,W IY | AA R | DH AH | K R IH M AH N AH L Z,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
NO MORE SUICIDE BOMBERS,NO MORE SUICIDE BOMBERS,N OW | M AO R | S UW AH S AY D | B AA M ER Z,N OW | M AO R | S UW AH S AY D | B AA M ER Z,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THAT'S ACCORDING TO THE POLICE WATCHDOG,THAT'S ACCORDING TO THE POLICE WATCHDOG,DH AE T S | AH K AO R D IH NG | T UW | DH AH | P AH L IY S | W AA CH D AO G,DH AE T S | AH K AO R D IH NG | T UW | DH AH | P AH L IY S | W AA CH D AO G,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
THE QUEEN MARY AND THE QUEEN ELIZABETH,THE QWEEN MARY AND THE QUEEN ELIZABETH,DH AH | K W IY N | M EH R IY | AH N D | DH AH | K W IY N | IH L IH Z AH B AH TH,DH AH | ? | M EH R IY | AH N D | DH AH | K W IY N | IH L IH Z AH B AH TH,True,False,,non_word_spelling,prediction has CMU OOV; phoneme-word counts equal (7)
ITS DESIGN VALUES,ITS DESIGN VALUES,IH T S | D IH Z AY N | V AE L Y UW Z,IH T S | D IH Z AY N | V AE L Y UW Z,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THEY WERE IN THE MINORITY,THEY WERE IN THE MINORITY,DH EY | W ER | IH N | DH AH | M AY N AO R AH T IY,DH EY | W ER | IH N | DH AH | M AY N AO R AH T IY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
500 TONS OF OCEAN LINER,500 TONS OF OCEAN LINER,? | T AH N Z | AH V | OW SH AH N | L AY N ER,? | T AH N Z | AH V | OW SH AH N | L AY N ER,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
ONE OF THE ARTICLES HERE IS ABOUT THE QUEEN ELIZABETH,ONE OF THE ARTICLES HERE IS ABOUT THE QUEEN ELIZABETH,W AH N | AH V | DH AH | AA R T AH K AH L Z | HH IY R | IH Z | AH B AW T | DH AH | K W IY N | IH L IH Z AH B AH TH,W AH N | AH V | DH AH | AA R T AH K AH L Z | HH IY R | IH Z | AH B AW T | DH AH | K W IY N | IH L IH Z AH B AH TH,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
THE JOB WAS DONE,THE JOB WAS DONE,DH AH | JH AA B | W AA Z | D AH N,DH AH | JH AA B | W AA Z | D AH N,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
FLOWERS AND EVEN VEGETABLES,FLOWERS AND EVEN VEGETABLES,F L AW ER Z | AH N D | IY V IH N | V EH JH T AH B AH L Z,F L AW ER Z | AH N D | IY V IH N | V EH JH T AH B AH L Z,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
FOR SOMETHING COMPLETELY DIFFERENT,FOR SOMETHING COMPLETELY DIFFERENT,F AO R | S AH M TH IH NG | K AH M P L IY T L IY | D IH F ER AH N T,F AO R | S AH M TH IH NG | K AH M P L IY T L IY | D IH F ER AH N T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
WHEN IT COMES TO PUBLICITY,WHEN IT COMES TO PUBLICITY,W EH N | IH T | K AH M Z | T UW | P AH B L IH S AH T IY,W EH N | IH T | K AH M Z | T UW | P AH B L IH S AH T IY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
HOW GREAT IS THIS,HOW GREAT IS THIS,HH AW | G R EY T | IH Z | DH IH S,HH AW | G R EY T | IH Z | DH IH S,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
I JUST LOVE THAT,I JUST LOVE THAT,AY | JH AH S T | L AH V | DH AE T,AY | JH AH S T | L AH V | DH AE T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THEY WERE FRIENDS,THEY WERE FRIENDS,DH EY | W ER | F R EH N D Z,DH EY | W ER | F R EH N D Z,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
TO BE A SUCCESSFUL ENTREPRENEUR,TO BE A SUCCESSFUL ENTREPRENEUR,T UW | B IY | AH | S AH K S EH S F AH L | AA N T R AH P R AH N ER,T UW | B IY | AH | S AH K S EH S F AH L | AA N T R AH P R AH N ER,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
I JUST DON'T GET IT,I JUST DON'T GET IT,AY | JH AH S T | D OW N T | G EH T | IH T,AY | JH AH S T | D OW N T | G EH T | IH T,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
AND I THINK THIS IS ONE,AND I THINK THIS IS ONE,AH N D | AY | TH IH NG K | DH IH S | IH Z | W AH N,AH N D | AY | TH IH NG K | DH IH S | IH Z | W AH N,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
