target,prediction,is_homophone,word_S,word_I,word_D,word_H,char_S,char_I,char_D,char_H,wer,cer,exact_match
THE GARDEN OF ENGLAND,THE GARDEN OF ENGLAND,False,0,0,0,4,0,0,0,21,0.0,0.0,True
YOU CAN GET A BETTER STRUCTURE,YOU CAN GET A BETTER STRUCTURE,True,0,0,0,6,0,0,0,30,0.0,0.0,True
EVERY YEAR SINCE CHRISTMAS BEGAN,EVERY YEAR SINCE CHRISTMAS BEGAN,False,0,0,0,5,0,0,0,32,0.0,0.0,True
WAY BACK IN THE EARLY,WAY BACK IN THE EARLY,True,0,0,0,5,0,0,0,21,0.0,0.0,True
I ACTUALLY WANTED TO BE A HORSE,I ACTUALLY WANTED TO BE A HORSE,True,0,0,0,7,0,0,0,31,0.0,0.0,True
USUALLY A BICYCLE,USUALLY A BICYCLE,False,0,0,0,3,0,0,0,17,0.0,0.0,True
THROUGH THE ACCESSIBILITY TO THOSE CHILDREN,THROUGH THE ACCESSIBILITY TO THOSE CHILDREN,True,0,0,0,6,0,0,0,43,0.0,0.0,True
LIKE MOST OTHER FORMS OF MODERN WARFARE,LIKE MOST OTHER FORMS OF MODERN WARFARE,False,0,0,0,7,0,0,0,39,0.0,0.0,True
YOU DO LOVE YOUR DOLL,YOU DO LOVE YOUR DOLL,True,0,0,0,5,0,0,0,21,0.0,0.0,True
THEY WERE INNOCENT AND CHARMING,THEY WERE INNOCENT AND CHARMING,False,0,0,0,5,0,0,0,31,0.0,0.0,True
YOU WANT TO LOOK,YOU WANT TO LOOK,True,0,0,0,4,0,0,0,16,0.0,0.0,True
OR IS IT THAT YOU ENJOY THOSE TOYS AND IT MAKES YOU INTO A DIFFERENT PERSON,OR IS IT THAT YOU ENJOY THOSE TOYS AND IT MAKES YOU INTO A DIFFERENT PERSON,True,0,0,0,16,0,0,0,75,0.0,0.0,True
SPACE WAS STILL THE FINAL FRONTIER,SPACE WAS STILL THE FINAL FRONTIER,False,0,0,0,6,0,0,0,34,0.0,0.0,True
IT LOOKS REALLY LIKE IT IS,IT LOOKS REALLY LIKE IT IS,False,0,0,0,6,0,0,0,26,0.0,0.0,True
WHEN I GET HOME,WHEN I GET HOME,True,0,0,0,4,0,0,0,15,0.0,0.0,True
THE BALL SHAPED ONE,THE BALL SHAPED ONE,True,0,0,0,4,0,0,0,19,0.0,0.0,True
YOU SEE THAT PRESENT,YOU SEE THAT PRESENT,True,0,0,0,4,0,0,0,20,0.0,0.0,True
SO WHAT HE DID TO GET ROUND THAT,SO WHAT HE DID TO GET ROUND THAT,True,0,0,0,8,0,0,0,32,0.0,0.0,True
BUT IN THOSE DAYS,BUT IN THOSE DAYS,True,0,0,0,4,0,0,0,17,0.0,0.0,True
IT BECOMES A FIRE ENGINE,IT BECOMES A FIRE ENGINE,False,0,0,0,5,0,0,0,24,0.0,0.0,True
FOUR LITTLE TURTLES NAMED AFTER ITALIAN RENAISSANCE ARTISTS,FOUR LITTLE TURTLES NAMED AFTER ITALIAN RENAISSANCE ARTISTS,True,0,0,0,8,0,0,0,59,0.0,0.0,True
SOME BURN BRIGHTLY FOR A YEAR OR TWO,SUMMER BRIGHTLY FOR A YEAR OR TWO,True,1,0,1,6,1,1,4,31,0.25,0.16666666666666666,False
IF YOU DIDN'T HAVE ONE,IF YOU DIDN'T HAVE ONE,True,0,0,0,5,0,0,0,22,0.0,0.0,True
WHAT WAS ALL THAT ABOUT,WHAT WAS ALL THAT ABOUT,False,0,0,0,5,0,0,0,23,0.0,0.0,True
ALREADY IN THE STATES,ALREADY IN THE STATES,True,0,0,0,4,0,0,0,21,0.0,0.0,True
THE RIGHT PLACE,THE RIGHT PLACE,True,0,0,0,3,0,0,0,15,0.0,0.0,True
NOTHING WRONG WITH THAT IDEA IN PRINCIPLE,NOTHING WRONG WITH THAT IDEA IN PRINCIPLE,True,0,0,0,7,0,0,0,41,0.0,0.0,True
SAUSAGES IN BACON,SAUSAGES IN BACON,True,0,0,0,3,0,0,0,17,0.0,0.0,True
CHRISTMAS PUDDING THAT NOBODY REALLY LIKES,CHRISTMAS PUDDING THAT NOBODY REALLY LIKES,False,0,0,0,6,0,0,0,42,0.0,0.0,True
STICK SOME JAMES BOND ON,STICK SOME JAMES BOND ON,True,0,0,0,5,0,0,0,24,0.0,0.0,True
THAT SOMEONE WAS GOING TO GET,THAT SOMEONE WAS GOING TO GET,True,0,0,0,6,0,0,0,29,0.0,0.0,True
YOU CAN'T REALLY SAY,YOU CAN'T REALLY SAY,True,0,0,0,4,0,0,0,20,0.0,0.0,True
NOT IN FRONT OF THE WHOLE FAMILY,NOT IN FRONT OF THE WHOLE FAMILY,True,0,0,0,7,0,0,0,32,0.0,0.0,True
YOU UNFOLD THE BOARD,YOU UNFOLD THE BOARD,True,0,0,0,4,0,0,0,20,0.0,0.0,True
IN VICTORIAN BRITAIN,INVICTORIAN BRITAIN,True,1,0,1,1,0,0,1,19,0.6666666666666666,0.05,False
ON THE ORDERS OF QUEEN VICTORIA,ON THE ORDERS OF QUEEN VICTORIA,False,0,0,0,6,0,0,0,31,0.0,0.0,True
I THINK HE'S PERFECT,I THINK HE'S PERFECT,True,0,0,0,4,0,0,0,20,0.0,0.0,True
WHEN IT COMES TO TOYS,WHEN IT COMES TO TOYS,True,0,0,0,5,0,0,0,21,0.0,0.0,True
MAYBE NOT URANIUM,MAYBE NOT URIANIA,True,1,0,0,2,1,1,1,15,0.3333333333333333,0.17647058823529413,False
BUT I LIKE TO SEE IT,BUT I LIKE TO SEE IT,True,0,0,0,6,0,0,0,20,0.0,0.0,True
WE LIKE TO REMINISCE,WE LIKE TO REMINISCE,True,0,0,0,4,0,0,0,20,0.0,0.0,True
THIS REALLY MAKES US THINK,THIS REALLY MAKES US THINK,False,0,0,0,5,0,0,0,26,0.0,0.0,True
MAYBE THERE'S AN EXTENSIVE PATTERN,MAYBE THERE'S AN EXTENSIVE PATTERN,True,0,0,0,5,0,0,0,34,0.0,0.0,True
WHEN THE ARCHAEOLOGISTS GOT TO WORK,WHEN THE ARCHAEOLOGISTS GOT TO WORK,True,0,0,0,6,0,0,0,35,0.0,0.0,True
I'M TRYING NOT TO GET CARRIED AWAY,I'M TRYING NOT TO GET CARRIED AWAY,True,0,0,0,7,0,0,0,34,0.0,0.0,True
IT REALLY WAS THAT BAD,IT REALLY WAS THAT BAD,False,0,0,0,5,0,0,0,22,0.0,0.0,True
THEY WILL NOT DO,THEY WILL NOT DO,True,0,0,0,4,0,0,0,16,0.0,0.0,True
LET'S TAKE A LOOK BEHIND THE SCENES AT HOW IT ALL CAME,LET'S TAKE A LOOK BEHIND THE SCENES AT HOW IT ALL CAME,False,0,0,0,12,0,0,0,54,0.0,0.0,True
TIME NOW FOR OUR NEXT GUEST,TIME NOW FOR OUR NEXT GUEST,True,0,0,0,6,0,0,0,27,0.0,0.0,True
OVER THE LAST 12 YEARS,OVER THE LAST 12 YEARS,True,0,0,0,5,0,0,0,22,0.0,0.0,True
WHY SHOW ME THIS,WHY SHOW ME THIS,True,0,0,0,4,0,0,0,16,0.0,0.0,True
I'M ON THE CASE,I'M ON THE CASE,False,0,0,0,4,0,0,0,15,0.0,0.0,True
EVEN CHRISTMAS DAY,EVEN CHRISTMAS DAY,True,0,0,0,3,0,0,0,18,0.0,0.0,True
BUT TOWARDS THE END,BUT TOWARDS THE END,True,0,0,0,4,0,0,0,19,0.0,0.0,True
HE HAS NOT HELD BACK ANYTHING,HE HAS NOT HELD BACK ANYTHING,True,0,0,0,6,0,0,0,29,0.0,0.0,True
BUT IT WAS SO DISCONCERTINGLY CALM IN THE STUDIO,BUT IT WAS SO DISCONCERTINGLY COME IN THE STUDIO,True,1,0,0,8,3,0,0,45,0.1111111111111111,0.0625,False
HERE TO REVEAL THE SECRET TO GETTING YOUR HANDS ON THE TROPHY,HERE TO REVEAL THE SECRET TO GETTING YOUR HANDS ON THE TROPHY,True,0,0,0,12,0,0,0,61,0.0,0.0,True
I SHOULDN'T SAY THOSE THINGS,I SHOULDN'T SAY THOSE THINGS,True,0,0,0,5,0,0,0,28,0.0,0.0,True
WHAT ELSE CAN I BE,WHAT ELSE CAN I BE,True,0,0,0,5,0,0,0,18,0.0,0.0,True
NOT WELL DRESSED,NOT WELL DRESSED,True,0,0,0,3,0,0,0,16,0.0,0.0,True
SHE IS MARRIED NOW,SHE IS MARRIED NOW,False,0,0,0,4,0,0,0,18,0.0,0.0,True
BEST AND HAPPIEST OF ALL,BEST AND HAPPIEST OF ALL,False,0,0,0,5,0,0,0,24,0.0,0.0,True
THE TIME BEFORE HIM WAS HIS OWN,THE TIME BEFORE HIM WAS HIS OWN,True,0,0,0,7,0,0,0,31,0.0,0.0,True
IT SOUNDS VERY GOOD,IT SOUNDS VERY GOOD,True,0,0,0,4,0,0,0,19,0.0,0.0,True
SHE'S DEPRESSED ABOUT DADDY,SHE'S DEPRESSED ABOUT DADDY,False,0,0,0,4,0,0,0,27,0.0,0.0,True
NOW YOU LISTEN TO ME,NOW YOU LISTEN TO ME,True,0,0,0,5,0,0,0,20,0.0,0.0,True
EVERY WEEK HE COMES OUT,EVERY WEEK HE COMES OUT,True,0,0,0,5,0,0,0,23,0.0,0.0,True
THE RIVALRY AND ALL THAT,THE RIVALRY AND ALL THAT,False,0,0,0,5,0,0,0,24,0.0,0.0,True
LEAVE THAT TO ME,LEAVE THAT TO ME,True,0,0,0,4,0,0,0,16,0.0,0.0,True
BUT FOR ALL THAT,BUT FOR ALL THAT,True,0,0,0,4,0,0,0,16,0.0,0.0,True
I'D LIKE TO HELP YOU,I'D LIKE TO HELP YOU,True,0,0,0,5,0,0,0,20,0.0,0.0,True
I DON'T WANT TO RESIGN,I DON'T WANT TO RESIGN,True,0,0,0,5,0,0,0,22,0.0,0.0,True
WHICH IS INCREDIBLE,WHICH IS INCREDIBLE,True,0,0,0,3,0,0,0,19,0.0,0.0,True
I HAD NO IDEA HOW MUCH,I HAD NO IDEA HOW MUCH,True,0,0,0,6,0,0,0,22,0.0,0.0,True
SO LET'S FIND OUT WHO THAT WILL BE,SO LET'S FIND OUT WHO THAT WILL BE,True,0,0,0,8,0,0,0,34,0.0,0.0,True
SOME DECENT SCORES,SOME DECENT SCORES,True,0,0,0,3,0,0,0,18,0.0,0.0,True
THE PERFECT HOUSE,THE PERFECT HOUSE,False,0,0,0,3,0,0,0,17,0.0,0.0,True
THE PERFECT FAMILY,THE PERFECT FAMILY,False,0,0,0,3,0,0,0,18,0.0,0.0,True
THE FIRST MUSLIM WOMAN TO SERVE AS A CABINET MINISTER,THE FIRST MUSLIM WOMAN TO SERVE AS A CABINET MINISTER,True,0,0,0,10,0,0,0,53,0.0,0.0,True
IT'S NOT THE MIDDLE AGES,IT'S NOT THE MIDDLE AGES,True,0,0,0,5,0,0,0,24,0.0,0.0,True
HE DOESN'T OWN ME,HE DOESN'T OWN ME,False,0,0,0,4,0,0,0,17,0.0,0.0,True
IT WAS ACTUALLY EXTREMELY WELL PLACED,IT WAS ACTUALLY EXTREMELY WELL PLACED,False,0,0,0,6,0,0,0,37,0.0,0.0,True
PLEASE DON'T TRY TO VOTE IF YOU'RE WATCHING ON DEMAND,PLEASE DON'T TRY TO VOTE IF YOU'RE WATCHING ON DEMAND,True,0,0,0,10,0,0,0,53,0.0,0.0,True
TENSION AND EMOTION,TENSION AND EMOTION,False,0,0,0,3,0,0,0,19,0.0,0.0,True
AND IT'S PERFECT FOR TONIGHT,AND IT'S PERFECT FOR TONIGHT,True,0,0,0,5,0,0,0,28,0.0,0.0,True
CAN THEY IMPROVE ON THAT SCORE AND POSSIBLY RUN AWAY WITH THE TROPHY,CAN THEY IMPROVE ON THAT SCORE AND POSSIBLY RUN AWAY WITH THE TROPHY,True,0,0,0,13,0,0,0,68,0.0,0.0,True
THAT WAS WITHIN BUDGET,THAT WAS WITHIN BUDGET,False,0,0,0,4,0,0,0,22,0.0,0.0,True
THE RISE OF MAY,THE RISE OF MAY,False,0,0,0,4,0,0,0,15,0.0,0.0,True
PROPER STREET FOOD IS GREAT,PROPER STREET FOOD IS GREAT,True,0,0,0,5,0,0,0,27,0.0,0.0,True
IF YOU CAN HAVE SEX,IF YOU CAN HAVE SEX,True,0,0,0,5,0,0,0,19,0.0,0.0,True
TICKETS FOR THE MATCH,TICKETS FOR THE MATCH,True,0,0,0,4,0,0,0,21,0.0,0.0,True
IT'S NOT A CAREER,IT'S NOT A CAREER,True,0,0,0,4,0,0,0,17,0.0,0.0,True
FAME AND FORTUNE,FAME AND FORTUNE,False,0,0,0,3,0,0,0,16,0.0,0.0,True
I'M NOT AFRAID OF BEING CHALLENGED,I'M NOT AFRAID OF BEING CHALLENGED,True,0,0,0,6,0,0,0,34,0.0,0.0,True
THERE'S NO WRONG WAY,THERE'S NO WRONG WAY,True,0,0,0,4,0,0,0,20,0.0,0.0,True
IT SEEMED TO BE,IT SEEMED TO BE,True,0,0,0,4,0,0,0,15,0.0,0.0,True
I DO MISS IT A LITTLE BIT,I DO MISS IT A LITTLE BIT,True,0,0,0,7,0,0,0,25,0.0,0.0,True
THIS IS ALL YOU,THIS IS ALL YOU,True,0,0,0,4,0,0,0,15,0.0,0.0,True
BEFORE YOU KNOW IT,BEFORE YOU KNOW IT,True,0,0,0,4,0,0,0,18,0.0,0.0,True
YOU GO TO BED WITH IT,YOU GO TO BED WITH IT,True,0,0,0,6,0,0,0,21,0.0,0.0,True
AND YOUR FAMILY AND YOUR KIDS AND YOUR OTHER JOBS,AND YOUR FAMILY AND YOUR KIDS AND YOUR OTHER JOBS,False,0,0,0,10,0,0,0,49,0.0,0.0,True
THAT WAS AMAZING,THAT WAS AMAZING,False,0,0,0,3,0,0,0,16,0.0,0.0,True
THE LONGER YOU STAY IN,THE LONGER YOU STAY IN,True,0,0,0,5,0,0,0,22,0.0,0.0,True
BECAUSE YOU WORK SO HARD,BECAUSE YOU WORK SO HARD,True,0,0,0,5,0,0,0,24,0.0,0.0,True
IF YOU GO WRONG,IF YOU GO WRONG,True,0,0,0,4,0,0,0,15,0.0,0.0,True
GO ABOUT TELLING HIM THAT,GO ABOUT TELLING HIM THAT,True,0,0,0,5,0,0,0,25,0.0,0.0,True
FOR GOOD REASONS AND BAD REASONS,FOR GOOD REASONS AND BAD REASONS,True,0,0,0,6,0,0,0,32,0.0,0.0,True
IF THEY START FROM HERE,IF THEY START FROM HERE,True,0,0,0,5,0,0,0,23,0.0,0.0,True
OBSESSED WITH THIS SHOW,OBSESSED WITH THIS SHOW,False,0,0,0,4,0,0,0,23,0.0,0.0,True
IF I HAD MY WAY,IF I HAD MY WAY,True,0,0,0,5,0,0,0,15,0.0,0.0,True
IF WE HAVE A LITTLE ARGUMENT,IF WE HAVE A LITTLE ARGUMENT,True,0,0,0,6,0,0,0,28,0.0,0.0,True
SO WHEN HE GETS GRUMPY IT'S LIKE,SO WHEN HE GETS GRUMPY IT'S LIKE,True,0,0,0,7,0,0,0,32,0.0,0.0,True
LET'S SAY FOR EXAMPLE,LET'S SAY FOR EXAMPLE,True,0,0,0,4,0,0,0,21,0.0,0.0,True
I'M SURE YOU CAN IMAGINE,I'M SURE YOU CAN IMAGINE,True,0,0,0,5,0,0,0,24,0.0,0.0,True
SHE IS HYSTERICAL,SHE IS HYSTERICAL,False,0,0,0,3,0,0,0,17,0.0,0.0,True
VERY HIGH LEVEL,VERY HIGH LEVEL,True,0,0,0,3,0,0,0,15,0.0,0.0,True
GOING ALL OVER THE WORLD,GOING ALL OVER THE WORLD,False,0,0,0,5,0,0,0,24,0.0,0.0,True
PEOPLE ARE HAPPY TO BE THERE AND IT'S A GOOD VIBE,PEOPLE ARE HAPPY TO BE THERE AND IT'S A GOOD VIBE,True,0,0,0,11,0,0,0,49,0.0,0.0,True
EVERYWHERE YOU TURN,EVERYWHERE YOU TURN,True,0,0,0,3,0,0,0,19,0.0,0.0,True
BECAUSE THEY'VE GOT TO,BECAUSE THEY'VE GOT TO,True,0,0,0,4,0,0,0,22,0.0,0.0,True
JUST WORKING WITH HIM EVERY WEEK IS SUCH A TREAT,JUST WORKING WITH HIM EVERY WEEK IS SUCH A TREAT,True,0,0,0,10,0,0,0,48,0.0,0.0,True
WHICH WAS QUITE AMUSING,WHICH WAS QUITE AMUSING,True,0,0,0,4,0,0,0,23,0.0,0.0,True
THAT'S A PICKLED WALNUT,THAT'S A PICKLED WALNUT,False,0,0,0,4,0,0,0,23,0.0,0.0,True
YOU HAVE TO GO AND BUY BISCUITS,YOU HAVE TO GO AND BUY BISCUITS,True,0,0,0,7,0,0,0,31,0.0,0.0,True
THEY ALL CAME AND WENT,THEY ALL CAME AND WENT,False,0,0,0,5,0,0,0,22,0.0,0.0,True
IT DIDN'T SURVIVE,IT DIDN'T SURVIVE,False,0,0,0,3,0,0,0,17,0.0,0.0,True
SO YOU SHOULD BE,SO YOU SHOULD BE,True,0,0,0,4,0,0,0,16,0.0,0.0,True
RIGHT ON THE FRONT,RIGHT ON THE FRONT,True,0,0,0,4,0,0,0,18,0.0,0.0,True
TWICE DURING THE FIRST WORLD WAR,TWICE DURING THE FIRST WORLD WAR,True,0,0,0,6,0,0,0,32,0.0,0.0,True
SHE NEVER LET ON,SHE NEVER LET ON,False,0,0,0,4,0,0,0,16,0.0,0.0,True
SO YOU KNOW WHO HE REALLY IS,SO YOU KNOW WHO HE REALLY IS,True,0,0,0,7,0,0,0,28,0.0,0.0,True
THIS COULD BE A FIRST CLASS ROUTINE,THIS COULD BE A FIRST CLASS ROUTINE,True,0,0,0,7,0,0,0,35,0.0,0.0,True
EVERYONE ON THE SHOW REALLY,EVERYONE ON THE SHOW REALLY,False,0,0,0,5,0,0,0,27,0.0,0.0,True
WITH WHITE CHRISTMAS,WITH WHITE CHRISTMAS,True,0,0,0,3,0,0,0,20,0.0,0.0,True
ALTHOUGH I CAN'T IMAGINE WHY,ALTHOUGH I CAN'T IMAGINE WHY,True,0,0,0,5,0,0,0,28,0.0,0.0,True
BECAUSE I JUST WANT TO HELP,BECAUSE I JUST WANT TO HELP,True,0,0,0,6,0,0,0,27,0.0,0.0,True
PROJECT MANAGEMENT IS REALLY MY SPECIALIST AREA,PROJECT MANAGEMENT IS REALLY MY SPECIALIST AREA,False,0,0,0,7,0,0,0,47,0.0,0.0,True
TO BE COMPLETELY HONEST,TO BE COMPLETELY HONEST,True,0,0,0,4,0,0,0,23,0.0,0.0,True
THE SHEER SIZE AND POWER CAN BE INTIMIDATING,THE SHEER SIZE AND POWER CAN BE INTIMIDATING,True,0,0,0,8,0,0,0,44,0.0,0.0,True
BUT THERE WAS EVEN BETTER NEWS,BUT THERE WAS EVEN BETTER NEWS,True,0,0,0,6,0,0,0,30,0.0,0.0,True
REPRESENTED BY THIS BUNCH OF BANANAS,REPRESENTED BY THIS BUNCH OF BANANAS,True,0,0,0,6,0,0,0,36,0.0,0.0,True
IT'S DOWN TO OUR BRAIN GETTING THINGS WRONG,IT'S DOWN TO OUR BRAIN GETTING THINGS WRONG,True,0,0,0,8,0,0,0,43,0.0,0.0,True
HE WAS ABOUT TO FIND OUT,HE WAS ABOUT TO FIND OUT,True,0,0,0,6,0,0,0,24,0.0,0.0,True
THE FORCES OF NATURE SEPARATE OUT,THE FORCES OF NATURE SEPARATE OUT,False,0,0,0,6,0,0,0,33,0.0,0.0,True
NEUTRONS AND ELECTRONS,NUTRONS AND ELECTRONS,False,1,0,0,2,0,0,1,21,0.3333333333333333,0.045454545454545456,False
BUT WHEN YOU OPEN THE BOX,BUT WHEN YOU OPEN THE BOX,True,0,0,0,6,0,0,0,25,0.0,0.0,True
THAT'S NOT RIGHT,THAT'S NOT RIGHT,True,0,0,0,3,0,0,0,16,0.0,0.0,True
IN THIS UNIVERSE,IN THIS UNIVERSE,True,0,0,0,3,0,0,0,16,0.0,0.0,True
AND IT MIGHT SEEM RIDICULOUS,AND IT MIGHT SEEM RIDICULOUS,False,0,0,0,5,0,0,0,28,0.0,0.0,True
12 MILES IN DIAMETER,12 MILES IN DIAMETER,True,0,0,0,4,0,0,0,20,0.0,0.0,True
STRETCHING BACK 3,STRETCHING BACK THREE,False,1,0,0,2,1,4,0,16,0.3333333333333333,0.29411764705882354,False
STAGGERING ON THE EDGE OF SPACE,STAGGERING ON THE EDGE OF SPACE,False,0,0,0,6,0,0,0,31,0.0,0.0,True
PONDERING THE IMMENSITY,PONDERING THE IMMANENCE,False,1,0,0,2,5,0,0,18,0.3333333333333333,0.21739130434782608,False
WE LIVE IN A TINY,WE LIVE IN A TINY,True,0,0,0,5,0,0,0,17,0.0,0.0,True
YOU THINK I DID THIS,YOU THINK I DID THIS,True,0,0,0,5,0,0,0,20,0.0,0.0,True
IT'S ALL ABOUT RARITY,IT'S ALL ABOUT RETIREMENT,False,1,0,0,3,2,5,1,18,0.25,0.38095238095238093,False
AS OPPOSED TO CHINESE,AS OPPOSED TO CHINESE,True,0,0,0,4,0,0,0,21,0.0,0.0,True
BUT I COULDN'T BELIEVE IT WOULD BE TRUE,BUT I COULDN'T BELIEVE IT WOULD BE TRUE,True,0,0,0,8,0,0,0,39,0.0,0.0,True
IF YOU'VE GOT A GOOD STORY,IF YOU'VE GOT A GOOD STORY,True,0,0,0,6,0,0,0,26,0.0,0.0,True
AND THE MAN WHO MADE THE DISCOVERY,AND THE MAN WHO MADE THE DISCOVERY,True,0,0,0,7,0,0,0,34,0.0,0.0,True
BUT EVERYONE GOING INTO THE DEN GETS A FRESH CHANCE TO TURN THINGS ROUND,BUT EVERYONE GOING INTO THE DEN GETS A FRESH CHANCE TO TURN THINGS ROUND,True,0,0,0,14,0,0,0,72,0.0,0.0,True
YOU JUST HAVE TO GRAB AN OPPORTUNITY WHEN IT PRESENTS ITSELF,YOU JUST HAVE TO GRAB AN OPPORTUNITY WHEN IT PRESENTS ITSELF,True,0,0,0,11,0,0,0,60,0.0,0.0,True
BUT SLIGHTLY REBELLIOUS SOCKS,BUT SLIGHTLY REBELLIOUS SAX,True,1,0,0,3,2,0,2,25,0.25,0.13793103448275862,False
DON'T FORGET THAT SCARECROW,DON'T FORGET THAT SCARCROW,False,1,0,0,3,0,0,1,26,0.25,0.037037037037037035,False
MAYBE TO SOMEWHERE NICE AND SAFE,MAYBE TO SOMEWHERE NICE AND SAFE,True,0,0,0,6,0,0,0,32,0.0,0.0,True
I'M NOT SURE WHAT'S THE MOST DIFFICULT THING TO GET RIGHT,I'M NOT SURE WHAT'S THE MOST DIFFICULT THING TO GET RIGHT,True,0,0,0,11,0,0,0,57,0.0,0.0,True
GARDENS NEVER FINISH,GARDENS NEVER FINISH,False,0,0,0,3,0,0,0,20,0.0,0.0,True
YOU SHOULD NEVER BE PUT OFF,YOU SHOULD NEVER BE PUT OFF,True,0,0,0,6,0,0,0,27,0.0,0.0,True
PEOPLE GETTING IN TOUCH AND WANTING TO RECTIFY WRONGS,PEOPLE GETTING IN TOUCH AND WANTING TO WRECK A FIRE ONGS,True,2,2,0,7,6,3,0,47,0.4444444444444444,0.16981132075471697,False
THERE ARE TIMES I LIKE TO LISTEN TO BANANARAMA,THERE ARE TIMES I LIKE TO LISTEN TO BANANARAMA,True,0,0,0,9,0,0,0,46,0.0,0.0,True
AND YET THAT AND FISH AND CHIPS,AND YET THAT AND FISH AND CHIPS,False,0,0,0,7,0,0,0,31,0.0,0.0,True
LET'S JUST CALM DOWN,LET'S JUST CALM DOWN,False,0,0,0,4,0,0,0,20,0.0,0.0,True
THE DAY JUST GOT WEIRDER AND WEIRDER,THE DAY JUST GOT WEIRD AND WEIRDER,True,1,0,0,6,0,0,2,34,0.14285714285714285,0.05555555555555555,False
BACK TO THE HISTORY BOOKS,BACK TO THE HISTORY BOOKS,True,0,0,0,5,0,0,0,25,0.0,0.0,True
IT'S PRACTICALLY A VEGETARIAN,IT'S PRACTICALLY A VEGETARIAN,False,0,0,0,4,0,0,0,29,0.0,0.0,True
HOW DOES THE PLANT ATTRACT THE BAT,HOW DOES THE PLANT ATTRACT THE BAT,True,0,0,0,7,0,0,0,34,0.0,0.0,True
THE BAT BENEFITS,THE BAT BENEFITS,True,0,0,0,3,0,0,0,16,0.0,0.0,True
IT'S ALSO COME UP WITH A STRUCTURE THAT ACTS AS AN ADVERTISEMENT WHICH SAYS,IT'S ALSO COME UP WITH A STRUCTURE THAT ACTS AS AN ADVERTISMENT WHICH SAYS,True,1,0,0,13,0,0,1,74,0.07142857142857142,0.013333333333333334,False
THIS IS THE BEST BAT HOTEL IN TOWN,THIS IS THE BEST BAT HOTEL IN TOWN,True,0,0,0,8,0,0,0,34,0.0,0.0,True
THAT'S WHY I GET UP IN THE MORNING,THAT'S WHY I GET UP IN THE MORNING,True,0,0,0,8,0,0,0,34,0.0,0.0,True
ALL IN THE GLARE OF THE SPOTLIGHT,ALL IN THE GLARE OF THE SPOTLIGHT,True,0,0,0,7,0,0,0,33,0.0,0.0,True
SO WHAT DID YOU DO BEFORE,SO WHAT DID YOU DO BEFORE,True,0,0,0,6,0,0,0,25,0.0,0.0,True
BUT YOU HAVE TO GO,BUT YOU HAVE TO GO,True,0,0,0,5,0,0,0,18,0.0,0.0,True
AND SHE WAS BEING INTERVIEWED BY THE AMERICAN JOURNALISTS,AND SHE WAS BEING INTERVIEWED BY THE AMERICAN JOURNALISTS,True,0,0,0,9,0,0,0,57,0.0,0.0,True
IN ALL SERIOUSNESS,IN ALL SERIOUSNESS,True,0,0,0,3,0,0,0,18,0.0,0.0,True
WE DID A DIFFERENT VERSION OF THINGS AND THEN,WE DID A DIFFERENT VERSION OF THINGS AND THEN,True,0,0,0,9,0,0,0,45,0.0,0.0,True
AND THEN TURNED TO ME AND SAID,AND THEN TURNED TO ME AND SAID,True,0,0,0,7,0,0,0,30,0.0,0.0,True
I HADN'T THOUGHT THAT,I HADN'T THOUGHT THAT,True,0,0,0,4,0,0,0,21,0.0,0.0,True
PLAYED BY JIM BROADBENT,PLAYED BY JIM BROADBENT,True,0,0,0,4,0,0,0,23,0.0,0.0,True
EVERY TWO WEEKS,EVERY TWO WEEKS,True,0,0,0,3,0,0,0,15,0.0,0.0,True
THAT'S WHAT THEY DO,THAT'S WHAT THEY DO,True,0,0,0,4,0,0,0,19,0.0,0.0,True
BEFORE WE BEGIN,BEFORE WE BEGIN,True,0,0,0,3,0,0,0,15,0.0,0.0,True
AND ON THIS FATEFUL EVENING,AND ON THIS FATEFUL EVENING,False,0,0,0,5,0,0,0,27,0.0,0.0,True
I DON'T BELIEVE IN FAIRIES,I DON'T BELIEVE IN FAIRIES,True,0,0,0,5,0,0,0,26,0.0,0.0,True
THEN WE MUST RESCUE HER,THEN WE MUST RESCUE HER,True,0,0,0,5,0,0,0,23,0.0,0.0,True
AND WITH STEALTH,AND WITH STELLA,False,1,0,0,2,2,0,1,13,0.3333333333333333,0.1875,False
HE MADE A MOVE ON ME,HE MADE A MOVE ON ME,True,0,0,0,6,0,0,0,20,0.0,0.0,True
WE'VE NOT DISCUSSED IT,WE'VE NOT DISCUSSED IT,True,0,0,0,4,0,0,0,22,0.0,0.0,True
AND WE RUN LOVE,AND WE RUN LOVE,True,0,0,0,4,0,0,0,15,0.0,0.0,True
HOW DO I CHOOSE THIS,HOW DO I CHOOSE THIS,True,0,0,0,5,0,0,0,20,0.0,0.0,True
WE'VE GOT 24 CHARACTERS,WE'VE GOT 24 CHARACTERS,False,0,0,0,4,0,0,0,23,0.0,0.0,True
FOLLOWING THOSE WORDS,FOLLOWING THOSE WORDS,False,0,0,0,3,0,0,0,21,0.0,0.0,True
I THINK YOU DESERVE,I THINK YOU DESERVE,True,0,0,0,4,0,0,0,19,0.0,0.0,True
A STRIKING CONTRAST,A STRIKING CONTRAST,False,0,0,0,3,0,0,0,19,0.0,0.0,True
