STATUS | HOMO | PREDICTED | TARGET
WRONG | - | This is a mayonnaise jar. | THIS IS MY REVENGE
WRONG | H | And me well | AND IT MAY WELL BE
WRONG | H | Dinner is at 7:30 | THERE AREN'T ANY BISCUITS IN THAT BARREL
WRONG | H | And then I met a man | I DIDN'T MEAN YOU
WRONG | H | This is a test | THAT WOULD JUST MAKE THINGS WORSE
WRONG | H | What may I do today? | WHEN MY FATHER DIED
WRONG | H | Faron | FOR THE NEXT TWO MINUTES
WRONG | H | What is your name? | THE WAY THE MARKET IS
WRONG | - | ringland | THE RINGLEADER OF THE GUNPOWDER PLOT
WRONG | H | A hole in the ground | ALL HOPING THE KING WOULD FALL
WRONG | H | This is a test of the emergency broadcast system. | THESE LAWS WOULD REMAIN IN PLACE FOR OVER 200 YEARS
WRONG | - | I have a gun. | AS A RESULT OF THE GUNPOWDER PLOT
WRONG | H | I met the team | IT MAY TAKE SOME TIME
WRONG | H | Yawn, now, mow, avert, it | YOU KNOW MOST OF IT
WRONG | H | Sally's cat | SO I'LL ASK YOU AGAIN
WRONG | H | Sunny | SO WE NEED YOU TO HELP US IN OUR REVIVAL CAMPAIGN
WRONG | H | Aunt Hannah is a nice person. | OR INTO VODKA AND ADDING A BIT OF HONEY
WRONG | H | This is a test | THOSE SHOULD HAVE ROOTED
WRONG | H | Meybin | MAYBE IN A GREENHOUSE
WRONG | H | Very pleasant woman. | VERSATILE PLANT WITH SO MANY GREAT USES
WRONG | H | I am a part of the world. | I THINK THEY'RE AN IMPORTANT PART OF OUR HERITAGE AND ONE THAT WE SHOULD BE PROUD TO REVIVE
WRONG | H | Bathgarden Markers | BUT THE GARDENS HAVE BEEN SWEPT AWAY BY LATER MONARCHS DEMONSTRATING LATER
WRONG | - | This is a test | THAT'S THE POINT
WRONG | H | Sow a lot of seeds, don't forget the daffodils, and you'll have a beautiful garden. | SO THEY LOOK RADICALLY DIFFERENT BUT THEIR ORIGINS ARE ACTUALLY FROM THE SAME PLACE
WRONG | H | What are you doing? | WHAT ARE THE KEY PRACTICALITIES
WRONG | - | Duck Fenton Sticks | THEY LOOK FANTASTIC
WRONG | H | What's going on? | WHICH GIVES ME A VERY INSTANTLY RECOGNISABLE DESIGN
WRONG | H | Kanals left bats | CRUNCHY LETTUCE BUT
WRONG | H | Dear friend, I am a man who loves you. | THEY'RE VERY LOW MAINTENANCE
WRONG | - | I don't care | THEY OFFER YEAR ROUND STRUCTURE AND THE DESIGN
WRONG | - | joshes | THE GIST OF IT IS
WRONG | H | Alligator | I'LL HAVE IT ALL SQUARED
WRONG | H | John was writing a letter to his friend | JUST WHEN YOU THINK YOU'RE HAVING THE WORST DAY POSSIBLE
WRONG | H | This is a test | THAT KIT HAS TO BE HERE AT 11 O'CLOCK
WRONG | H | AOL phone book | ALL THOSE PEOPLE WANT TO TAKE MY PICTURE
WRONG | H | I had a dreamer | IF YOU DON'T GO UNDER AGAIN
WRONG | H | LAY ANIVER D | LIKE I NEVER DO
WRONG | H | I want a song | EVEN IF IT'S ONLY A SINGLE ONE
WRONG | H | And Fodor Kastner | AND FOR THE CUSTOMERS
WRONG | - | Don't talk about it | DON'T BRING TOM
WRONG | H | Way to die | WHY DID YOU BRING ME IN HERE
WRONG | H | Why is the wind going back? | WHETHER YOU'VE GOT A WINDOW BOX
WRONG | H | Why is the gate? | WHETHER YOU'VE GOT A HANGING BASKET
WRONG | H | I have a solution | IF YOU SOAK THE FLOWERS OF THIS THEY'VE JUST COME OUT THE GREENHOUSE YOU'LL END UP BLEMISHING THE
WRONG | - | What a pal | WITHOUT PEOPLE LIKE YOURSELVES
WRONG | - | Hello, I'm a dinosaur. | THE PELARGONIUM INDUSTRY
WRONG | H | You're going to see Jim. | YOU'VE BEEN SNIFFING THOSE GERANIUM LEAVES
WRONG | H | NAT JOSH | NOT JUST IN THE UK
WRONG | H | But I don't want to be alone | BUT IN THE WORLD
WRONG | H | But what if the world should end? | BETWEEN FOUR TO SIX WEEKS' TIME AND BY THE END OF THIS SEASON
WRONG | H | SopTember | SEPTEMBER OR OCTOBER
WRONG | H | very natural language processing | VERY NICE LOOKING PLANT BY EARLY AUTUMN AND THEN YOU'RE MULTIPLYING YOUR FAVOURITE
WRONG | H | Majestic | THE MAJESTIC KIRBY HALL IN NORTHAMPTONSHIRE
WRONG | H | Aunt Hannah's house | ALSO WANTED THE QUEEN TO COME AND STAY AT HIS HOUSE
WRONG | - | Let's talk about the demon | LET'S TALK ABOUT THEM
WRONG | - | And Dog Was | UNDER THE GLASS DOMES
WRONG | - | I have a plan to get rid of the problem. | POSSIBLY EVEN INTO THE EARLY PART OF THE 20TH CENTURY
WRONG | H | Bait Waz Inn Nide Av Sams Tels | BUT WAS IN NEED OF SOME SERIOUS TLC
WRONG | H | A wayz hang on | I WASN'T GIVEN IT
WRONG | H | A way to win | I WAS VIRTUALLY GIVEN IT
WRONG | H | This is a test of the emergency broadcast system. | THERE WAS NO PAINT IN THE WAY THAT WE UNDERSTAND IT
WRONG | H | And sing a long | AND SINGLE OBJECTS THAT ARE FOUND IN THIS WAY
WRONG | H | Sally sold her vinery. | ARE VERY SELDOM VIEWED AS TREASURE TROVE
WRONG | H | May I get a drink now? | MY AUNT GAVE ME THESE DRESSES AS SHE KNOWS I'VE GOT AN INTEREST IN FASHION HISTORY
WRONG | H | I hate the same person | IN ITS DAY IT WAS HOME TO SUMPTUOUS WEALTH AND SIR CHRISTOPHER HATTON
WRONG | H | And what was the most important thing that happened? | AND IT WAS ONCE VOTED THE MOST HAUNTED HOUSE IN BRITAIN
WRONG | H | Mather Ford Handed Dyer Letter | MORE THAN 400 YEARS LATER
WRONG | - | I have a very good idea. | ON THE ANNIVERSARY OF HER DEATH
WRONG | H | This is a test of the emergency broadcast system. | IT'S SAID HER HEADLESS GHOST ARRIVES HERE IN A CARRIAGE DRIVEN BY HEADLESS HORSES AND A HEADLESS
WRONG | H | Aylolbik Hahrrt Wawt Rl Gwz Ann Bihhh Ann D Aorzd Av Dhis Bihhh F Awnnd | I'LL BE BACK HERE TO FIND OUT WHAT REALLY GOES ON BEHIND THE CLOSED DOORS OF THIS BEAUTIFUL AND
WRONG | H | May I send him a note? | YOU MIGHT CONSIDER HOUSE HUNTING IN NORFOLK
WRONG | H | My friend loved the movie. | MAKING HOMES IN THIS LOVELY COUNTY INCREDIBLE VALUE FOR THOSE SEEKING A RURAL RETREAT
WRONG | H | Which Grey Nuzzled Forwards | WHICH IS GREAT NEWS FOR TODAY'S BUYERS
WRONG | H | What is the sound of silence? | WE HAVE THE SEASIDE
WRONG | - | Why are you bowing to the red? | YOU'RE BOTH RETIRED
WRONG | H | Dare Samverit India | THERE ARE SOME CONVERTED BARNS
WRONG | H | And so is the ball thrown. | AND THE SAME PERSON THAT CONVERTED THOSE BUILT THIS HOUSE IN THE SAME STYLE
WRONG | H | Bake a joke | BECAUSE NIGEL WAS SO STERN ABOUT THE BUDGET
WRONG | H | This is a horse. | THAT'S MY WHOLE LIFE SORTED
WRONG | - | And I was here to see you. | AND IT REALLY IS ALL SHE EVER TALKS ABOUT
WRONG | - | And I hate it | AND THEN HAD IT BUILT
WRONG | H | I think I'm going to get a glass of water. | I THINK IT'S A GORGEOUS PLACE
WRONG | H | I want to marry a farmer | IT WAS ON THE MARKET FOR 450
WRONG | H | What did he hear? | WITH THE OTHER HOMES
WRONG | H | What is the date today? | WE'VE TRIED TO ACCOMMODATE THE FAMILY THAT THEY'RE GOING TO BE LEAVING BEHIND
WRONG | H | Butter Haws | BUT THE MYSTERY HOUSE
WRONG | - | This is a test | THE QUESTION IS
WRONG | H | I roll waffles for dinner | IT REALLY WAS THE PERFECT HOME FOR THEM AND THE FAMILY
WRONG | H | This is a test | IT HAD EVERYTHING THEY ASKED FOR
WRONG | H | And I've never done that | AND EVEN THOUGH HE NEEDS SOME TIME
WRONG | H | I hear a fire | IN THE FAIRY TALES
WRONG | H | I'm a monkey, I'm a thief, I'm a thief, I'm a thief, I'm a thief, I'm a thief, I'm a thief, I'm a thief, I'm a thief, I'm a thief | IN MAKING PEOPLE THINK THAT THEY HAD A COMMON GERMAN HERITAGE TO LOOK BACK
WRONG | H | I think that's enough. | ACCORDING TO MY GUIDEBOOK
WRONG | H | I want to buy a car | OCCUPATIONS ARE CHIEFLY WITH TIMBER
WRONG | H | What happened to the dinosaur? | WAS HEARD IN THESE VALLEYS
WRONG | H | I started reading the book. | EASTERN RAILWAYS WERE STILL ADVERTISING TRIPS TO GERMANY AND 6
WRONG | - | That's a bat. | THOUGHTS ABOUT THE BEAUTY OF NATURE
WRONG | H | Nathan Sanders sketched the map. | NOW IT'S SURROUNDED BY THE SKYSCRAPERS OF THE MODERN CITY OF FRANKFURT
WRONG | H | This is a test | THERE WERE THREE STATIONS BEFORE THAT
WRONG | H | Allison | I LOVE TO STAY IN A TRADITIONAL HOTEL
WRONG | H | This is a man's name. | THAT'S THE IMPRESSION MANY PEOPLE HAVE
WRONG | - | And don't p r abl e m. I n t a n t. R e l i e v e. A n d d on't p r abl e m. I n t a n t. R e | AND THE PROBLEM IS PEOPLE DON'T REALLY UNDERSTAND THAT MUCH ABOUT ECONOMICS
WRONG | H | Where are the barns? | WHERE HE WAS BORN IN 1749
WRONG | H | BAYLING GWOJ | BY YOUR LANGUAGE
WRONG | H | A thing that is not there | I THINK WITHOUT THE BURSCHENSCHAFTEN
WRONG | H | FARREST | FOR THE FIRST TIME IN THE WORLD
WRONG | H | Why are you bowling? | YOU'RE BLOWING AIR BETWEEN THESE TWO POINTS
WRONG | - | Maddalz | MODELS OF TRAINS
WRONG | H | I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man | AMONGST THE MANY GERMAN STATES THAT HAD BEEN OVERRUN BY THE FRENCH EMPEROR NAPOLEON AND WHOSE
WRONG | H | This is a test of the emergency broadcast system. | THERE AROSE THE IDEA OF CREATING A NATION
WRONG | - | John was playing | GERMANY WAS A GREAT POWER
WRONG | H | Darth Vader | THE WRITING GARDEN WHICH
WRONG | H | I may not have a lot of money but I have a lot of friends. | IS MAINLY WHITE
WRONG | H | bat wand shark hand slam bang | BUT I DO WANT TO SHARE AND CELEBRATE THE ANIMALS THAT ARE ENJOYING IT
WRONG | H | Bathowler Arrow Now | BUT THE FLOWERS ARE OVER NOW
WRONG | - | Don't ask | DOESN'T LOOK GOOD
WRONG | H | Natchez, Mississippi, Baton Rouge, Georgia, Afghanistan | NOT MUCH ELSE IS GETTING A BENEFIT FROM IT
WRONG | H | I want to know | EVEN THOUGH YOU CAN'T SEE IT
WRONG | H | BAT AYING KIN BID DEN | BUT I THINK IT CAN BE DONE
WRONG | H | Why are you playing football? | WHEN YOU'RE PLANTING FOR BEES IN PARTICULAR
WRONG | H | Bathinks | BUT INSECTS IN GENERAL
WRONG | - | This is a test of the emergency broadcast system. | IT'S COVERING WHAT I'M DOING NOW
WRONG | H | Sodden | SO THAT SHOULD ANYTHING HAPPEN IN ONE AREA WHERE THE PLANTS WERE DISPLAYED
WRONG | H | But I don't know what to do. | BUT NOT UNTIL YOU'VE DONE THESE JOBS FOR THE WEEKEND
WRONG | H | Nataly lost her balance and fell down | NOT LEAST FROM THE BUILDING AND GROUNDS
WRONG | H | And then I had a dream | I DON'T FLOOD THEM EVERY NOW AND THEN AND LET THEM DRY OUT
WRONG | H | Grow a hand | GROW THEM ON AND YOU'LL BE HARVESTING THEM IN LATE SEPTEMBER AND OCTOBER
WRONG | H | saw a woman with a full moon | AS THE ONLY FEMALE IN A HARD
WRONG | H | Walmart is located in Lakeland. | WOMBATS ARE LIKE LITTLE BULLDOZERS
WRONG | - | This is a test | THIS IS THE KANGAROO BIBLE
WRONG | H | Aging bag | I GIVE HIM A TEDDY BEAR OR A PUNCHING BAG
WRONG | - | This is a sentence. | IT'S A GOOD FEELING
WRONG | - | This is a test of the emergency broadcast system. | IT'S GONE FROM TIRED AND OLD
WRONG | - | And his soul went out | AND HE'S OLD SCHOOL
WRONG | H | And then there was a door. | AND HE'S GOING TO TURN THOSE BATTERED OLD DOORS INTO SOMETHING SALEABLE
WRONG | H | Ching Biter Tamer | CHUNKY BITS OF TIMBER
WRONG | H | And roll the rifle out | AND THEY ARE REALLY ROUGH AND READY
WRONG | H | This is a test. | IT'S GOING TO BE A LOT OF WORK
WRONG | H | What's new | WITH A NEW BABY ON THE WAY
WRONG | H | This is a test of the emergency broadcast system. | THAT 99 WILL DEFINITELY COME IN HANDY
WRONG | H | Narrow me down, but not too much. I'm not a fan of the word 'too much'. | NORMAN HAS MADE SOMETHING REALLY BEAUTIFUL WITH THOSE OLD SCRAPS
WRONG | H | What is the weather outside? | WE'VE HANDED OVER A LITTLE BIT OF MONEY ALONG THE WAY
WRONG | H | I am standing at the bank of the river. | I'M TED AND I'M STUDYING TO BECOME A BARRISTER
WRONG | H | Very much | VERY MUCH WE PRACTISED FOR IT
WRONG | H | Aidan is a nice person. | I DON'T KNOW ANYTHING ABOUT ELLA EYRE BUT ON THE BASIS THAT ELLIE GOULDING DEFINITELY HAD AN ALBUM
WRONG | H | Alligator | I GUESS I'LL GO FOR HER
WRONG | H | I think I can. | I THINK IT'S A WHITE CROSS ON A BLUE BACKGROUND
WRONG | H | This is a test of the emergency broadcast system. | THIS IS WHAT WE HAVE BEEN PLAYING TOWARDS
WRONG | H | This is a test. | IT IS TIME FOR THE FINAL ROUND
WRONG | H | A yard of red cloth | I HAVE READ ABOUT HIM
WRONG | H | This is a test of the emergency broadcast system. | THEY TALK A LOT ABOUT THE FEEL OF NATURAL ENERGY IN AN ARENA
WRONG | H | Farewell, Vincent | AS FAR AS VIENNA AT ONE TIME
WRONG | H | P R ABLE B IN DH H AR T H AV E Y OU M ADE F ER Z | PROBABLY BEEN AT THE HEART OF HUMAN AFFAIRS
WRONG | H | Faron Jenner | FOR NEW GENERATION AND NEW AGE
WRONG | H | Aunterman | I DON'T REMEMBER
WRONG | - | AOL is a great day to celebrate. | ALL OF THESE TROGLODYTE CAVES EVERYWHERE AND THE NICE LANDSCAPE
WRONG | H | My year was. | MANY YEARS LATER
WRONG | - | Bake a zombie | BECAUSE IT WAS EMPTY
WRONG | H | What's the latest news? | WHEN I WAS A LITTLE CHILD
WRONG | H | Sow it, then sow it again | SO IT'S AGAINST ISLAMIC LAW
WRONG | H | Aymar is a good man. | I'M REALLY NOT A GOOD MUSLIM PERSON
WRONG | H | show me the way to the door | THE SHOW WHERE A TEAM OF FIVE QUIZ CHALLENGERS PIT THEIR WITS AGAINST POSSIBLY THE GREATEST QUIZ
WRONG | H | A man came in and asked for a man's name. | I'M KIM AND I'M AN NCS RECRUITMENT OFFICER
WRONG | - | This is a test | THAT WAS BRILLIANT
WRONG | H | I am a man and I am a man and I am a man and I am a man and I am a man and I am a man and I am a man and I am a man and I am a man and I am a man | I'M KATHERINE AND I'M A MENTORING COORDINATOR
WRONG | H | SIT AND READ | SO IT'S A ROUND
WRONG | H | Nathan's | NOTHING AT ALL IS COMING
WRONG | H | What is the name of the game? | WOULDN'T IT BE NICE TO GET ON WITH ME NEIGHBOURS
WRONG | H | Aiken is a sensible person. | I CAN'T EVEN THINK OF A SENSIBLE ANSWER
WRONG | H | And then I won't have to answer. | I DO KNOW IT WHEN I HEARD THE ANSWER
WRONG | H | Now sing | I KNOW THE SONG
WRONG | H | bat ayt fortiy | BUT I THOUGHT 40
WRONG | H | This is a farce | IT'S TIME FOR THE FINAL ROUND
WRONG | H | Sawn | SO ON THAT BASIS
WRONG | H | Sow it, why not? | SO WE'RE GOING TO GO WITH ROYAL STANDARD
WRONG | H | And Day May Not | AND THEY MIGHT NOT EVEN MAKE IT THROUGH THE FIRST BATTLE
WRONG | - | Lend a hand | LADIES AND GENTLEMEN
WRONG | H | I think I'm not going to like this. | IT MAY NOT LOOK ANYTHING LIKE IT DOES NOW
WRONG | H | I had a date | OR DID TO START THE FIGHT
WRONG | - | And the hawk was roaming | AND HAD A LOOK AT WHAT WAS REMAINING
WRONG | H | Fart last sat tam tanat | FOR THE LAST TIME TONIGHT
WRONG | H | Sponsor Donald Rangel | SPORTS IS ONCE AGAIN HITTING THE HEADLINES FOR ALL THE WRONG REASONS
WRONG | H | You got it done | YOU GET THEM IN THE POST
WRONG | H | What machine | WITH THAT MUCH AT STAKE
WRONG | - | And then she said | AND THEN THE SHAME
WRONG | H | Simeon | ASK HIM WHAT HE'S TAKING
WRONG | - | This is a sentence. | HOW HE'S TAKING THEM
WRONG | - | This is a test | WHO'S HE GET THEM OFF
WRONG | H | And when I met the man I said, 'I'm not a man, I'm a woman.' | AND THEN WHEN I MET NATALIE
WRONG | H | And the arrow hit the wall | AND THERE ARE PEOPLE WHO WILL SAY
WRONG | H | Honey, I'm home. | HE ONLY GOT INTO THAT MUCH TROUBLE BECAUSE HE TOOK TOO MUCH
WRONG | H | But Defeat Not Tolerate Lize Then Entertain | BUT THAT DEFINITELY ISN'T TRUE
WRONG | H | This is a dragon. | THESE ARE DANGEROUS DRUGS
WRONG | H | This is a test | THEY JUST WANT TO LOOK BETTER
WRONG | H | MAYBE PATRON BOLD NASH | MALE PATTERN BALDNESS
WRONG | - | I heard a report about a rock concert | IMPAIRED ERECTILE FUNCTION
WRONG | H | And then the door opened | AND IN ABOUT 10 OF THE CASES
WRONG | H | Hello, sell your car. | THE CELLS DIE PREMATURELY
WRONG | H | This is a test. | THE LONGER THAT YOU HAVE BEEN TAKING YOUR STEROIDS
WRONG | H | I want beer | IT WOULD BE VERY WORRYING
WRONG | H | Buckinghamshire is a county in the South East of England. It is one of the home counties. It borders Oxfordshire, Berkshire, Buckinghamshire, Northamptonshire, Hertfordshire, Bedfordshire, and Milton Keynes. The | BECAUSE THIS WOULD MEAN THAT MEN WHO TAKE STEROIDS OVER LONG PERIODS OF TIME MIGHT BE AT GREATER
WRONG | - | And date visit some major cities, such as Washington, D.C., New York, and Los Angeles. | AND THAT THE VAST MAJORITY OF CIGARETTE SMOKERS WERE STILL UNDER THE AGE OF 50 NOW
WRONG | H | I have a sore ear | IN THAT SCENARIO
WRONG | - | I have a plan | THE OCCASIONAL REPORT OF EMPHYSEMA
WRONG | H | This is a bad idea. | THE HEART IN FACT IS THE STRONGEST MUSCLE IN THE BODY
WRONG | - | And I'm not lost | AND IT'S THE ONLY MUSCLE THAT NEVER RESTS
WRONG | H | This is a sentence. | SO IT IS NOT SURPRISING THAT WE ARE FINDING INCREASING EVIDENCE OF THESE LONG TERM
WRONG | H | This is a test | THEY HAVE NOT GONE THROUGH CLINICAL TRIALS
WRONG | H | And you die | AND YET THEIR USE DOES NOT EXIST IN THE SHADOWS
WRONG | H | bat demon nail hawk eye never bond paper for him yawn | BUT THESE NEW MOLECULES HAVE NEVER BEEN APPROVED FOR HUMAN USE
WRONG | H | This is a test. | IT'S NOT A BIG STATISTICAL TRIAL
WRONG | H | Think of the things you can do. | I THINK BECAUSE I
WRONG | - | lay a word | LIKE EVERYONE ELSE
WRONG | H | What's the matter with the matter with the matter with the matter with the matter with the matter with the matter with the matter with the matter with the matter with the matter with the matter with the matter with the matter with the matter with the matter | WOULD LIKE TO LOOK A BIT BETTER AND WOULD LIKE A MAGIC INJECTION TO DO IT
WRONG | H | bat dishonour | BUT THIS IS NOT THE WAY
WRONG | H | This is a dragon. | THESE ARE DANGEROUS DRUGS
WRONG | - | I am a doctor | YOU'RE ON ALL THESE DOSAGES
WRONG | H | Hill | HOW DO YOU FEEL
WRONG | - | This is a cat. | THAT I'VE GOT A TUMMY
WRONG | H | What is the date? | WHICH MEANS THAT THEY HAVE TO TELL US WHERE THEY'RE AVAILABLE TO BE TESTED EVERY SINGLE DAY OF THE
WRONG | H | And I want to talk to you | AND I WAS IMMEDIATELY
WRONG | H | Dhati | THE DAY THAT PAPER CAME OUT
WRONG | H | A hand in a drawer | I HAD NO IDEA THAT WAS COMING
WRONG | - | AND DOT | AND AT THAT POINT
WRONG | - | I hear you're going to the lake | IF YOU'RE ANYTHING LIKE ME
WRONG | H | A rowing machine | I'VE ROPED IN MY IDENTICAL TWIN BROTHER
WRONG | H | Sow what we want, go where we want, buy what we want, and don't talk about it. | SO WHAT WERE GOING TO BE DOING IS PASSING A VERY MILD ELECTRICAL CURRENT OVER AN AREA OF THE BRAIN
WRONG | - | May I say Slat Berning | MAYBE A SLIGHT BURNING
WRONG | - | I have a key | IS COVERED WITH PAINTINGS
WRONG | H | Trendy | TRYING TO FIND DIRECTION
WRONG | - | Himachal | HOW MUCH HAS ROMANIA CHANGED
WRONG | H | This is a test of the emergency broadcast system. | THERE WAS ONE HOUSE ON THIS GRAND AND ELEGANT STREET WHERE YOU NEVER WANTED TO END UP
WRONG | H | But you'll have to learn how to live with it. | BUT YOU ALSO HAVE TO REMEMBER THE LOCATION OF HUNGARY
WRONG | H | Where are the letters? | WHERE WE ARE LOCATED
WRONG | H | Mandipendant | MUCH MORE INDEPENDENT
WRONG | - | This is a lovely day. | THIS IS THE LEVADIA PALACE
WRONG | H | And Mine Haven't | AND MANY OF THEM HAVE POSITIVE
WRONG | - | Naymayer is aware of the situation. | NICE MEMORIES OF THE SOVIET DAYS
WRONG | H | And then thing dater is a naturalist | AND THEY THINK THAT TRADITION'S NOT NECESSARY
WRONG | - | Bike" "Zigzag | BECAUSE THIS IS
WRONG | H | Sow it, water it, worship it, and harvest it. | SO IT WAS VERY EXCITING
WRONG | H | This is a test | THAT'S FOR OUR PRESIDENT
WRONG | - | Well, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm a man, I'm | AS WELL AS RUSSIAN ACADEMY OF SCIENCE
WRONG | H | What are you doing? | WE ARE A GEOGRAPHICAL PART OF EUROPE AND WE TRAVEL MORE TO POLAND AND TO LITHUANIA
WRONG | H | Mary had a little lamb | MET IRVING WHILE HE WAS IN NEW YORK CITY
WRONG | H | This is a test of the emergency broadcast system. | THEY RAISED THEIR GLASSES AND THE TOAST WAS
WRONG | - | Dawned | DOWN WITH THE TRAIN
WRONG | H | And howl | AND A WHOLE BUDGET OF OTHERS
WRONG | H | Say the word 'z' and then the word 'n' and then the word 'k' and then the word 'a' and then the word 'k' and then the word 'a' and then the word'm' and | AS ANY CADET AT THE ACADEMY COULD TELL YOU
WRONG | H | I want to eat a banana | IS ONE OF THE MOST ATTRACTIVE PLACES ON THE RIVER AND THE SEAT OF THE NATIONAL MILITARY ACADEMY
WRONG | - | What's the date? | WITHOUT A DOUBT
WRONG | H | I think I know how to do that | IT CAME CLOSE TO ALMOST DESTROYING THIS NATION
WRONG | H | There's a year in your life | 31 YEARS ON ACTIVE DUTY AS A COLONEL
WRONG | H | I hate bats | HAVING COME TO KNOW A LITTLE BIT ABOUT THIS MIGHTY RIVER
WRONG | H | A person walked along the wall. | I PERSONALLY WOULD ALWAYS CHOOSE A RAILWAY LINE
WRONG | H | Gordon Baker talks about the T-ray form. | GOING BACK TO THAT TO TRY TO FORM A STRONGER AMERICAN IDENTITY WHEN SO MANY THINGS ARE BEING
WRONG | H | Nurse Mary sat on the mantel | NEW YORK MADE A STATEMENT
WRONG | H | I want to sell something | IT WILL BE THE LARGEST AND MOST SPLENDID EDIFICE IN AMERICA
WRONG | H | What are you doing here? | WE'RE A LOT DIFFERENT THAN OTHER STATES IN TERMS OF OUR PHILOSOPHY
WRONG | H | Fart Davis | 50 OF THE ROBOTS GONE AT THE VERY
WRONG | H | And Will Fall | AND WE WILL FOLLOW THEM
WRONG | H | Fart last sat tam tanat | FOR THE LAST TIME TONIGHT
WRONG | H | MAY FATHER WON'T TOWEL AFFECT | MY FATHER WENT TO WEST AFRICA
WRONG | H | A D I N E V E R S I N B L A K M A N | I'D NEVER SEEN A BLACK MAN
WRONG | H | This is a test | TO THE BEST OF MY RECOLLECTION
WRONG | H | And then I met a friend. | AND THE MEDICAL OFFICER MIGHT HAVE BEEN YOUR FATHER
WRONG | H | I may have been in a hurry | IT MIGHT HAVE BEEN ON ITS OWN IN EUROPE
WRONG | H | But I hate them. | BUT IT HAD A VAST EMPIRE
WRONG | H | I don't have a job | IN THE DEEPEST JUNGLE
WRONG | H | This is a test of the emergency broadcast system. | THEY'VE BEEN LIKENED TO THE BATTLE OF STALINGRAD AND THE BATTLE OF EL ALAMEIN AND MIDWAY AS
WRONG | H | SADHATINNOWLINGGERHADSTRIJOKVELYOUTH | SAW THAT IT NO LONGER HAD THE STRATEGIC VALUE IT HAD
WRONG | - | Dhatfals | THOSE FATAL SHOTS
WRONG | - | This is a real life example of a phoneme string. | THINGS DIDN'T REALLY GET MUCH BETTER
WRONG | H | Don't now it | THEY KNOW OF PYTHON
WRONG | H | Where are the balloons? | WE'RE BUILDING A HOUSE NOW IN THE FOREST
WRONG | H | What's the name of the game? | WHICH IS COMING ON VERY NICELY
WRONG | H | And we'll have a word with you. | AND WE HAVE A LOVELY DAUGHTER WHOSE NAME ACTUALLY BY THE WAY IS CHELSEA
WRONG | H | This is a test | THAT'S THE BEST THAT I COULD EVER WISH THEM
WRONG | H | I think I can see a kangaroo. | I THINK I CAN SEE WHERE YOU'RE COMING FROM ASKING THAT QUESTION
WRONG | H | Breyneven | AS A BRAVE NATION THAT HOWEVER HAS SOMETHING TO OFFER HERE AND NOW
WRONG | H | What about the world? | WHAT ABOUT YOUR LOVE LIFE HERE
WRONG | - | This is a sentence. | THIS IS A SCHEDULED SERVICE
WRONG | H | Avery Grey | I'VE GREAT RESPECT FOR THESE GUYS
WRONG | H | Butter Grey Ring | BUT IT WAS A GREAT RUN
WRONG | - | And I hear a roar | AND IT'S REALLY HARD PHYSICAL WORK
WRONG | H | I wish you the best | EXERCISE IS A WASTE OF TIME
WRONG | - | Kongreshalayshon | CONGRATULATIONS ABOUT THE BABY
WRONG | H | A way to write | I WAS ALL RIGHT IN THE END
WRONG | H | I want a fan | IT WAS A ONE OFF
WRONG | H | I want a fan | IT WAS A ONE OFF
WRONG | H | bat yawn hahv ten der | BUT YOU HAVE TO UNDERSTAND
WRONG | H | And Felt Went Into My Thoughts | AND PHIL WOULDN'T TELL ME ANYTHING
WRONG | H | Z Row FUT MAN R EY IN H DH HART Y URP | 000 FOOT MOUNTAIN RANGE IN THE HEART OF EUROPE
WRONG | H | BAT DARE HAT TARE | BUT THESE ARE THE HIGH TATRAS
WRONG | - | PARTHENON | PART OF THE CARPATHIAN RANGE
WRONG | H | A thing is a thing is a thing | I THINK CZECHS ARE VERY SOCIAL
WRONG | H | A girl sat on a whale's jaw. | I GUESS IT WAS A LARGER COMMUNITY
WRONG | H | Nathan Waring | NOT EVERYTHING WAS WRONG
WRONG | H | Sam Pipl Stahl Havel | SOME PEOPLE STILL HAVE THE WALL IN THEIR HEADS
WRONG | - | What's the plan? | WHAT PEOPLE PLAN
WRONG | H | Sow what was shark in form, for what harm? | SO WHAT WAS SHOCKING FOR HIM WAS THE RESULT
WRONG | H | And now I'm going to ask you to say the following words. | AND I MAY BE NO ACTION WOMAN
WRONG | H | Yummy Hammand | YOU MAY FIND HIM
WRONG | H | I want to go to the store. | ARE YOU EATING PROPERLY
WRONG | - | And I'm home | AND IF HE IMPROVES
WRONG | H | Wanted to frame | I WANT TO ISOLATE A PATIENT FROM EXPOSURE TO THE WI FI
WRONG | H | I heard a rumor that I won't be here tomorrow. | IF YOUR SYMPTOMS FADE WHILE YOU'RE IN HERE
WRONG | H | Where are you going to be?" "I'm going to be there." "I'm going to be there." "I'm going to be there." "I'm going to be there." "I'm going to be there." "I | WE'RE LOOKING BACK AT HOW SPORT AND MUSIC CAME TOGETHER IN THE 80S TO CREATE SOME AMAZING AND SOME
WRONG | H | This is a phone number. | THE PORTUGUESE WHO FOLLOWED HIM FOUND INDIGENOUS PEOPLE HERE
